OID_CD119_20|GEOID_CD119_20|NAMELSAD_CD119_20|AREALAND_CD119_20|AREAWATER_CD119_20|MTFCC_CD119_20|FUNCSTAT_CD119_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890112132403|0126824|Flomaton town|13171016|289010|G4110|C1|A|13171016|289010
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524819|0126848|Florala town|27279014|1158376|G4110|C1|A|27279014|1158376
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112833|0126992|Foley city|84161189|374359|G4110|C1|A|84161189|374359
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|28090355347454|0127640|Fort Rucker CDP|28137398|46399|G4210|M2|S|28137398|46399
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524820|0128936|Gantt town|1682656|86431|G4110|C1|A|1682656|86431
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402012|0129464|Geneva city|41134235|487450|G4110|C1|A|41134235|487450
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890651832908|0130760|Gordon town|7564020|0|G4110|C1|A|7564020|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|28090543360149|0131024|Grand Bay CDP|22468285|62593|G4210|U1|S|22468285|62593
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347455|0132056|Grimes town|3242785|0|G4110|C1|A|3242785|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112834|0132272|Gulf Shores city|73443336|12549049|G4110|C1|A|73443336|12549049
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890342744980|0132656|Haleburg town|9940861|0|G4110|C1|A|9940861|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402013|0133424|Hartford city|16152099|37439|G4110|C1|A|16152099|37439
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890342744981|0133856|Headland city|78556180|25295|G4110|C1|A|78556180|25295
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524821|0133904|Heath town|2305497|26326|G4110|C1|A|2305497|26326
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524822|0136088|Horn Hill town|6618373|135412|G4110|C1|A|6618373|135412
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890651832909|0140072|Kinsey town|31370137|28161|G4110|C1|A|31370137|28161
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890352993225|0140096|Kinston town|12671295|62341|G4110|C1|A|12671295|62341
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347456|0142472|Level Plains town|7944593|0|G4110|C1|A|7944593|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524823|0142808|Libertyville town|1347462|7932|G4110|C1|A|1347462|7932
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|280905320663140|0142928|Lillian CDP|4944913|4196328|G4210|U1|S|4944913|4196328
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524824|0143816|Lockhart town|2818242|103127|G4110|C1|A|2818242|103127
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112835|0144608|Loxley town|82810432|987543|G4110|C1|A|82810432|987543
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890651832910|0145904|Madrid town|4524698|0|G4110|C1|A|4524698|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|278901948586719|0146072|Magnolia Springs town|2327883|162830|G4110|C1|A|2327883|162830
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402014|0146264|Malvern town|36313078|12962|G4110|C1|A|36313078|12962
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347457|0148400|Midland City town|15682081|0|G4110|C1|A|15682081|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890543360150|0150000|Mobile city|361255557|105135405|G4110|C1|A|130003524|88246321
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890543360151|0152608|Mount Vernon town|14195428|293789|G4110|C1|A|14195428|293789
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|280903942393593|0152680|Movico CDP|2027795|0|G4210|U1|S|2027795|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347458|0153256|Napier Field town|662501|0|G4110|C1|A|662501|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890352993226|0153856|New Brockton town|20656628|35486|G4110|C1|A|20656628|35486
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347459|0154480|Newton town|36903947|73592|G4110|C1|A|36903947|73592
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890342744982|0154600|Newville town|10406795|0|G4110|C1|A|10406795|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524825|0157024|Onycha town|2050856|24551|G4110|C1|A|2050856|24551
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524826|0157120|Opp city|61292936|2393134|G4110|C1|A|61292936|2393134
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112836|0157144|Orange Beach city|38107416|3196233|G4110|C1|A|38107416|3196233
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347460|0157648|Ozark city|88328884|607550|G4110|C1|A|88328884|607550
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|280905321419035|0159064|Perdido CDP|28846203|77325|G4210|U1|S|28846203|77325
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|278903662724905|0159088|Perdido Beach town|3068159|1105|G4110|C1|A|3068159|1105
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890355347461|0159832|Pinckard town|13813652|21718|G4110|C1|A|13813652|21718
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|28090114112837|0161488|Point Clear CDP|11893786|93861|G4210|U1|S|11893786|93861
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890112132404|0161536|Pollard town|2879514|6856|G4110|C1|A|2879514|6856
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890543360152|0162496|Prichard city|65542049|527534|G4110|C1|A|13354269|212660
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524827|0163768|Red Level town|4977707|12963|G4110|C1|A|4977707|12963
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890651832911|0164152|Rehobeth town|19390683|83995|G4110|C1|A|19390683|83995
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524828|0164776|River Falls town|17703760|675339|G4110|C1|A|17703760|675339
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890112132405|0165016|Riverview town|3746270|55330|G4110|C1|A|3746270|55330
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112838|0165208|Robertsdale city|17904898|28449|G4110|C1|A|17904898|28449
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402015|0167800|Samson city|9370773|24545|G4110|C1|A|9370773|24545
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890107524829|0168016|Sanford town|10819338|108786|G4110|C1|A|10819338|108786
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890543360153|0168160|Saraland city|83269748|573104|G4110|C1|A|83269748|573104
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890543360154|0168352|Satsuma city|19031788|129930|G4110|C1|A|19031788|129930
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|278904296828866|0169240|Semmes city|37596061|90831|G4110|C1|A|177498|0
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112839|0170536|Silverhill town|3252191|7386|G4110|C1|A|3252191|7386
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402016|0171040|Slocomb city|24575327|27871|G4110|C1|A|24575327|27871
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112840|0171976|Spanish Fort city|78990109|12189673|G4110|C1|A|78990109|12189673
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|280905320671150|0172816|Stapleton CDP|28265883|24155|G4210|U1|S|28265883|24155
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|280905320686370|0173272|Stockton CDP|24197952|743568|G4210|U1|S|24197952|743568
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890114112841|0173872|Summerdale town|26246770|93461|G4110|C1|A|26246770|93461
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890348402017|0175096|Taylor town|18730693|210754|G4110|C1|A|18730693|210754
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|28090543360155|0175768|Theodore CDP|20673261|5151|G4210|U1|S|20673261|5151
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|28090543360156|0176320|Tillmans Corner CDP|33645319|99954|G4210|U1|S|24842451|98380
2119035781135773|0101|Congressional District 1|18752973689|2274743296|G5200|N|27890651832912|0180376|Webb town|29160051|0|G4110|C1|A|29160051|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|||||||||22520513824|167424359
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855124|0103724|Bakerhill town|7126271|0|G4110|C1|A|7126271|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890310751740|0103940|Banks town|5145554|0|G4110|C1|A|5145554|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076091273|0104900|Beatrice town|3503547|0|G4110|C1|A|3503547|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855125|0107672|Blue Springs town|7500883|0|G4110|C1|A|7500883|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187774|0109016|Brantley town|8047471|130826|G4110|C1|A|8047471|130826
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890310751741|0110240|Brundidge city|25241183|83770|G4110|C1|A|25241183|83770
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393631|0111488|Calvert CDP|6056150|48801|G4210|U1|S|4086238|21866
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393682|0112112|Carlton CDP|11706473|12193|G4210|U1|S|11706473|12193
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890106755694|0112496|Castleberry town|4432153|48012|G4110|C1|A|4432153|48012
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076658066|0114008|Chatom town|27770887|0|G4110|C1|A|27770887|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890543360145|0114392|Chickasaw city|10894954|908483|G4110|C1|A|10894954|908483
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393743|0114968|Chunchula CDP|4671130|21008|G4210|U1|S|4671130|21008
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890543360146|0115064|Citronelle city|66939276|714184|G4110|C1|A|66939276|714184
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855126|0115376|Clayton town|17550105|0|G4110|C1|A|17550105|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855127|0115640|Clio city|26070326|23254|G4110|C1|A|26070326|23254
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942392868|0119024|Cullomburg CDP|13842493|0|G4210|U1|S|1109095|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393802|0120152|Deer Park CDP|8094329|161688|G4210|U1|S|8094329|161688
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187775|0121448|Dozier town|7641032|31584|G4110|C1|A|7641032|31584
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855128|0124568|Eufaula city|154143207|36156632|G4110|C1|A|154143207|36156632
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890106755695|0124808|Evergreen city|51143633|687866|G4110|C1|A|51143633|687866
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076091274|0124880|Excel town|4264591|647|G4110|C1|A|4264591|647
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393908|0125216|Fairford CDP|7953598|0|G4210|U1|S|7953598|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942394143|0126152|Fitzpatrick CDP|10780813|91583|G4210|U1|S|10780813|91583
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890346785119|0128024|Franklin town|39043148|100001|G4110|C1|A|39043148|100001
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076091275|0128312|Frisco City town|10434173|24638|G4110|C1|A|10434173|24638
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393308|0128408|Fruitdale CDP|11586507|43413|G4210|U1|S|11586507|43413
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890101409164|0129560|Georgiana town|16154557|0|G4110|C1|A|16154557|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187776|0130160|Glenwood town|1892924|9019|G4110|C1|A|1892924|9019
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890310751742|0130880|Goshen town|6634644|40200|G4110|C1|A|6634644|40200
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890101409165|0131912|Greenville city|55307707|455198|G4110|C1|A|55307707|455198
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393978|0132248|Gulfcrest CDP|3921828|8275|G4210|U1|S|3921828|8275
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393399|0135130|Hobson CDP|7625398|78982|G4210|U1|S|7625398|78982
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890287405548|0137096|Hurtsboro town|2674547|0|G4110|C1|A|2674547|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890105543605|0138152|Jackson city|40504188|498692|G4110|C1|A|18373921|498692
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|28090287405549|0140648|Ladonia CDP|8104589|10357|G4210|U1|S|8104589|10357
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942392944|0142304|Leroy CDP|30846566|174336|G4210|U1|S|30846566|174336
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890540855129|0144344|Louisville town|7118467|0|G4110|C1|A|7118467|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187777|0144728|Luverne city|40525808|70615|G4110|C1|A|40525808|70615
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076658067|0145472|McIntosh town|2579767|0|G4110|C1|A|2579767|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890101409166|0145496|McKenzie town|9644441|43121|G4110|C1|A|9644441|43121
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393386|0146192|Malcolm CDP|6126286|65858|G4210|U1|S|6126286|65858
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393470|0147848|Megargel CDP|1781777|0|G4210|U1|S|1781777|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890328235296|0148424|Midway town|8570511|0|G4110|C1|A|8570511|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076658068|0148832|Millry town|19398790|64927|G4110|C1|A|19398790|64927
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890543360150|0150000|Mobile city|361255557|105135405|G4110|C1|A|231252033|16889084
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076091276|0150192|Monroeville city|34586868|18229|G4110|C1|A|34586868|18229
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890358321827|0151000|Montgomery city|414027223|6249598|G4110|C1|A|414027223|6249598
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890346785120|0155440|Notasulga town|36173002|398501|G4110|C1|A|30501840|328029
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393456|0159232|Peterman CDP|1094490|0|G4210|U1|S|1094490|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187778|0159328|Petrey town|1900154|42953|G4110|C1|A|1900154|42953
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890287405550|0159472|Phenix City city|72872738|293657|G4110|C1|A|62505471|251096
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890358321828|0159760|Pike Road town|86102054|781839|G4110|C1|A|86102054|781839
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890543360152|0162496|Prichard city|65542049|527534|G4110|C1|A|52187780|314874
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890106755696|0164368|Repton town|2479554|18493|G4110|C1|A|2479554|18493
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942394246|0165784|Rockville CDP|7268656|0|G4210|U1|S|7268656|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890354187779|0167176|Rutledge town|15180932|0|G4110|C1|A|15180932|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942394033|0167584|St. Stephens CDP|25581949|350255|G4210|U1|S|25581949|350255
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|278904296828866|0169240|Semmes city|37596061|90831|G4110|C1|A|37418563|90831
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890346785121|0170128|Shorter town|11755982|71299|G4110|C1|A|11755982|71299
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942394289|0170632|Sims Chapel CDP|14771553|79457|G4210|U1|S|14771553|79457
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942394071|0176200|Tibbie CDP|4529666|44357|G4210|U1|S|4529666|44357
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|28090543360156|0176320|Tillmans Corner CDP|33645319|99954|G4210|U1|S|8802868|1574
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890310751743|0176920|Troy city|73404100|205213|G4110|C1|A|73404100|205213
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890346785122|0177304|Tuskegee city|44185046|702256|G4110|C1|A|44185046|702256
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|27890328235297|0177880|Union Springs city|17171386|154963|G4110|C1|A|17171386|154963
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393485|0178120|Uriah CDP|4159909|0|G4210|U1|S|4159909|0
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942393873|0179032|Vinegar Bend CDP|24483319|52184|G4210|U1|S|24483319|52184
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|2789076091277|0179272|Vredenburgh town|3893265|35373|G4110|C1|A|3893265|35373
2119035781135774|0102|Congressional District 2|24514185142|234887544|G5200|N|280903942392900|0181744|Whatley CDP|3343784|0|G4210|U1|S|263552|0
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|||||||||14196099182|428158323
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|280903717391685|0100100|Abanda CDP|7764034|34284|G4210|U1|S|7764034|34284
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890299591425|0101132|Alexander City city|113186307|751905|G4110|C1|A|113186307|751905
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|28090103022967|0101180|Alexandria CDP|28840486|27589|G4210|U1|S|28840486|27589
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890100192663|0101660|Altoona town|11603404|25442|G4110|C1|A|9253725|25442
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890103022968|0101852|Anniston city|118685613|180468|G4110|C1|A|118685613|180468
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|2789074305880|0102320|Argo town|27573117|146963|G4110|C1|A|26634833|146671
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890338010725|0102860|Ashland town|19025387|85046|G4110|C1|A|19025387|85046
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|2789085805924|0102908|Ashville city|49762931|487106|G4110|C1|A|49762931|487106
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890112690715|0103028|Attalla city|18126813|0|G4110|C1|A|18126813|0
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890356915498|0103076|Auburn city|157084761|2663622|G4110|C1|A|157084761|2663622
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|280903717391697|0103820|Ballplay CDP|60997107|485209|G4210|U1|S|60997107|485209
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|2789073801602|0107912|Boaz city|37683442|161880|G4110|C1|A|7793938|17886
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890297291818|0108248|Bon Air town|3436489|15386|G4110|C1|A|3436489|15386
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|280903717391707|0109457|Bristow Cove CDP|28083738|0|G4210|U2|S|28083738|0
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|280903717391708|0109880|Broomtown CDP|12156602|0|G4210|U1|S|12156602|0
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|27890299591426|0111680|Camp Hill town|23283989|256573|G4110|C1|A|23283989|256573
2119035781135783|0103|Congressional District 3|17327344398|466607021|G5200|N|280903717391712|0112070|Carlisle-Rockledge CDP|41958383|12741|G4210|U2|S|41958383|12741
