state	office_family	fact_field	status	value	authority_url	authority_type	legal_locator	paraphrase	effective_date	direct_derived	derivation_chain	review_required	notes
NM	upper_legislator	selection_type	KNOWN	ELECTED_GENERAL	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 4	Elected by qualified electors of senatorial district	1912-01-06	DIRECT	none	false	none
NM	upper_legislator	term_length_years	KNOWN	4	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 4	Elected for terms of four years	1912-01-06	DIRECT	none	false	none
NM	upper_legislator	term_limit	NO_REQUIREMENT_FOUND	null	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV	No term limit provisions for senators	1912-01-06	DIRECT	none	false	No legislative term limits
NM	upper_legislator	min_age	KNOWN	25	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 3	Must be at least twenty-five years of age at the time of election	1912-01-06	DIRECT	none	false	none
NM	upper_legislator	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. VII, § 2	Must be qualified elector (US citizen)	1912-01-06	DERIVED	N.M. Const. art. VII, § 2	false	none
NM	upper_legislator	state_residence_years	NO_REQUIREMENT_FOUND	null	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 3	No explicit state residency duration separate from district residency	1912-01-06	DIRECT	none	false	none
NM	upper_legislator	district_residence	KNOWN	RESIDENCE_AT_ELECTION	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 3	Must reside in district; removal from district is deemed resignation	1912-01-06	DIRECT	none	false	Deemed resignation upon move
NM	upper_legislator	elector_required	KNOWN	true	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. VII, § 2	Qualified elector	1912-01-06	DERIVED	N.M. Const. art. VII, § 2	false	none
NM	upper_legislator	professional_qualification	NOT_APPLICABLE	null	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 3	No professional qualification	1912-01-06	DIRECT	none	false	none
NM	nebraska_unicameral	office_existence	OFFICE_DOES_NOT_EXIST	null	https://laws.nmonesource.com/	State Constitution	N.M. Const. art. IV, § 1	New Mexico has bicameral legislature (Senate and House of Representatives)	1912-01-06	DIRECT	none	false	Unicameral N/A in NM
NY	governor	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	The executive power shall be vested in the governor	1894-01-01	DIRECT	none	false	none
NY	governor	selection_type	KNOWN	ELECTED_GENERAL	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	Chosen at the general election on a single vote cast jointly with lieutenant governor	1894-01-01	DIRECT	none	false	Joint ticket
NY	governor	term_length_years	KNOWN	4	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	Holds office for four years	1938-01-01	DIRECT	none	false	none
NY	governor	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV	No constitutional or statutory term limit for governor	1894-01-01	DIRECT	none	false	No term limits in NY
NY	governor	min_age	KNOWN	30	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	No person shall be eligible to the office of governor, except a citizen of the US, of the age of not less than thirty years	1894-01-01	DIRECT	none	false	none
NY	governor	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Must be a citizen of the United States	1894-01-01	DIRECT	none	false	No duration specified
NY	governor	state_residence_years	KNOWN	5	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Resident of the state for five years next preceding election	1894-01-01	DIRECT	none	false	none
NY	governor	district_residence	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Statewide office	1894-01-01	DIRECT	none	false	none
NY	governor	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	No person shall be capable of holding a civil office who shall not, at the time he shall be chosen, be a citizen of the US, a resident of the state, and if it be a local office, a resident of the political subdivision	1909-02-17	DIRECT	none	false	General public officers law
NY	governor	professional_qualification	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	No professional qualification	1894-01-01	DIRECT	none	false	none
NY	lt_governor	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	Lieutenant governor chosen at same time and for same term as governor	1894-01-01	DIRECT	none	false	none
NY	lt_governor	selection_type	KNOWN	ELECTED_GENERAL_JOINT	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	Elected jointly with governor on single vote	1894-01-01	DIRECT	none	false	Joint ticket
NY	lt_governor	term_length_years	KNOWN	4	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 1	Four-year term	1938-01-01	DIRECT	none	false	none
NY	lt_governor	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV	No term limit	1894-01-01	DIRECT	none	false	none
NY	lt_governor	min_age	KNOWN	30	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Same qualifications as governor: at least thirty years of age	1894-01-01	DIRECT	none	false	none
NY	lt_governor	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Citizen of the United States	1894-01-01	DIRECT	none	false	none
NY	lt_governor	state_residence_years	KNOWN	5	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Resident of the state for five years next preceding election	1894-01-01	DIRECT	none	false	none
NY	lt_governor	district_residence	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	Statewide office	1894-01-01	DIRECT	none	false	none
NY	lt_governor	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Public officer qualification	1909-02-17	DIRECT	none	false	none
NY	lt_governor	professional_qualification	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. IV, § 2	No professional qualification	1894-01-01	DIRECT	none	false	none
NY	attorney_general	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 1	The comptroller and attorney-general shall be chosen at the same general election as the governor and hold office for the same term	1894-01-01	DIRECT	none	false	none
NY	attorney_general	selection_type	KNOWN	ELECTED_GENERAL	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 1	Elected statewide at general election	1894-01-01	DIRECT	none	false	Elected separately from governor
NY	attorney_general	term_length_years	KNOWN	4	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 1	Four-year term	1938-01-01	DIRECT	none	false	none
NY	attorney_general	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V	No term limit	1894-01-01	DIRECT	none	false	No term limits in NY
NY	attorney_general	min_age	KNOWN	18	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	No separate age in Art. V; general civil office age requirement is 18 years of age	1909-02-17	DERIVED	N.Y. Pub. Off. Law § 3 civil office qualification	false	Age 18 under Public Officers Law
NY	attorney_general	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Citizen of the United States	1909-02-17	DIRECT	none	false	none
NY	attorney_general	state_residence_years	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 1	Constitution sets no fixed duration; N.Y. Pub. Off. Law § 3 requires residency at time of choosing	1894-01-01	DIRECT	none	false	PR #72 5-year fallback disproved
NY	attorney_general	district_residence	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 1	Statewide office	1894-01-01	DIRECT	none	false	none
NY	attorney_general	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Qualified voter/elector requirement under public officers law	1909-02-17	DIRECT	none	false	none
NY	attorney_general	professional_qualification	KNOWN	BAR_ADMISSION	https://www.nysenate.gov/legislation/laws/EXC	Consolidated Laws	N.Y. Exec. Law § 60 et seq.	Head of department of law; must be admitted to practice law in New York State	1951-01-01	DERIVED	Statutory head of Department of Law & judiciary representation requirements	false	Admitted attorney
NY	secretary_of_state	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 4	Department of State established; head is Secretary of State	1926-01-01	DIRECT	none	false	Executive department head
NY	secretary_of_state	selection_type	KNOWN	APPOINTED_GOVERNOR	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 4	Appointed by the governor by and with the advice and consent of the senate	1926-01-01	DIRECT	none	false	NON-ELECTED; disproves PR #72 elected assumption
NY	secretary_of_state	term_length_years	KNOWN	4	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V, § 4	Holds office until end of term of governor by whom appointed and until successor is appointed and qualified	1926-01-01	DIRECT	none	false	Serves coterminous with governor
NY	secretary_of_state	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. V	No term limit	1926-01-01	DIRECT	none	false	none
NY	secretary_of_state	min_age	KNOWN	18	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	At least eighteen years of age	1909-02-17	DIRECT	none	false	Statutory public officers law
NY	secretary_of_state	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Citizen of the United States	1909-02-17	DIRECT	none	false	none
NY	secretary_of_state	state_residence_years	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Resident of state at time of appointment; no multi-year duration specified	1909-02-17	DIRECT	none	false	none
NY	secretary_of_state	district_residence	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Statewide appointment	1909-02-17	DIRECT	none	false	none
NY	secretary_of_state	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Must meet qualifications of public officer	1909-02-17	DIRECT	none	false	none
NY	secretary_of_state	professional_qualification	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/EXC	Consolidated Laws	N.Y. Exec. Law § 90	No professional license required	1951-01-01	DIRECT	none	false	none
NY	lower_legislator	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 1	Assembly of the State of New York	1894-01-01	DIRECT	none	false	150 members
NY	lower_legislator	selection_type	KNOWN	ELECTED_GENERAL	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 2	Chosen by the electors of the assembly districts	1894-01-01	DIRECT	none	false	none
NY	lower_legislator	term_length_years	KNOWN	2	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 2	Elected for two years	1894-01-01	DIRECT	none	false	none
NY	lower_legislator	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III	No term limit for assembly members	1894-01-01	DIRECT	none	false	No legislative term limits
NY	lower_legislator	min_age	KNOWN	18	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Not stated in Art. III § 7; statutory civil office age of 18 years applies	1909-02-17	DERIVED	N.Y. Pub. Off. Law § 3	false	none
NY	lower_legislator	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	No person shall serve as a member of the legislature unless he or she is a citizen of the United States	1894-01-01	DIRECT	none	false	none
NY	lower_legislator	state_residence_years	KNOWN	5	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	Been a resident of the state of New York for five years	1894-01-01	DIRECT	none	false	Notice: 5-year state residence for legislators!
NY	lower_legislator	district_residence	KNOWN	RESIDENT_1_YEAR	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	Resident of assembly district for the twelve months immediately preceding election (county resident in redistricting)	1894-01-01	DIRECT	none	false	none
NY	lower_legislator	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Public officer requirement	1909-02-17	DIRECT	none	false	none
NY	lower_legislator	professional_qualification	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	No professional qualification	1894-01-01	DIRECT	none	false	none
NY	upper_legislator	office_existence	KNOWN	EXISTS	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 1	Senate of the State of New York	1894-01-01	DIRECT	none	false	63 members
NY	upper_legislator	selection_type	KNOWN	ELECTED_GENERAL	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 2	Chosen by the electors of the senate districts	1894-01-01	DIRECT	none	false	none
NY	upper_legislator	term_length_years	KNOWN	2	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 2	Senators elected for two years	1894-01-01	DIRECT	none	false	Senate is 2-year term
NY	upper_legislator	term_limit	NO_REQUIREMENT_FOUND	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III	No term limit	1894-01-01	DIRECT	none	false	none
NY	upper_legislator	min_age	KNOWN	18	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Statutory civil office age of 18 years applies	1909-02-17	DERIVED	N.Y. Pub. Off. Law § 3	false	none
NY	upper_legislator	us_citizenship	KNOWN	CITIZEN_REQUIRED	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	Citizen of the United States	1894-01-01	DIRECT	none	false	none
NY	upper_legislator	state_residence_years	KNOWN	5	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	Resident of the state of New York for five years	1894-01-01	DIRECT	none	false	5-year state residence
NY	upper_legislator	district_residence	KNOWN	RESIDENT_1_YEAR	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	Resident of senate district for twelve months immediately preceding election	1894-01-01	DIRECT	none	false	none
NY	upper_legislator	elector_required	KNOWN	true	https://www.nysenate.gov/legislation/laws/POB	Consolidated Laws	N.Y. Pub. Off. Law § 3	Public officer requirement	1909-02-17	DIRECT	none	false	none
NY	upper_legislator	professional_qualification	NOT_APPLICABLE	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 7	No professional qualification	1894-01-01	DIRECT	none	false	none
NY	nebraska_unicameral	office_existence	OFFICE_DOES_NOT_EXIST	null	https://www.nysenate.gov/legislation/laws/CNS	State Constitution	N.Y. Const. art. III, § 1	New York has bicameral legislature (Senate and Assembly)	1894-01-01	DIRECT	none	false	Unicameral N/A in NY
NC	governor	office_existence	KNOWN	EXISTS	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 1	The executive power shall be vested in the Governor	1971-07-01	DIRECT	none	false	none
NC	governor	selection_type	KNOWN	ELECTED_GENERAL	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	Elected by the qualified voters of the State	1971-07-01	DIRECT	none	false	Elected separately from Lt Gov
NC	governor	term_length_years	KNOWN	4	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	Holds office for term of four years	1971-07-01	DIRECT	none	false	none
NC	governor	term_limit	KNOWN	2_CONSECUTIVE	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	No person elected to the office of Governor for two consecutive terms shall be eligible for election to that office for the next succeeding term	1971-07-01	DIRECT	none	false	Consecutive limit only
NC	governor	min_age	KNOWN	30	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	Must have attained the age of 30 years	1971-07-01	DIRECT	none	false	none
NC	governor	us_citizenship	KNOWN	CITIZEN_5_YEARS	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	Citizen of the United States for five years	1971-07-01	DIRECT	none	false	Exact constitutional duration
NC	governor	state_residence_years	KNOWN	2	https://www.ncleg.gov/Laws/Constitution/Article3	State Constitution	N.C. Const. art. III, § 2	Resided in this State for two years immediately preceding election	1971-07-01	DIRECT	none	false	2 YEARS (disproves PR #72 5-year fallback!)
