USPS|GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
AK|0200G|610U900US0200G|State Senate District G|26333523|36177|10.167|0.014|61.171854|-149.884805
AK|0200H|610U900US0200H|State Senate District H|69844069|243683183|26.967|94.087|61.164811|-150.177803
AK|0200I|610U900US0200I|State Senate District I|106676578|29581870|41.188|11.422|61.253462|-149.810741
AK|0200J|610U900US0200J|State Senate District J|19083616|175004|7.368|0.068|61.19668|-149.801385
AK|0200K|610U900US0200K|State Senate District K|14578295|102891|5.629|0.04|61.204192|-149.749416
AK|0200L|610U900US0200L|State Senate District L|2520450474|139023958|973.151|53.677|61.299272|-149.021202
AK|0200M|610U900US0200M|State Senate District M|672875562|152281754|259.799|58.796|61.553966|-149.142499
AK|0200N|610U900US0200N|State Senate District N|190623541|14288417|73.6|5.517|61.59852|-149.505522
AK|0200O|610U900US0200O|State Senate District O|109891004947|2676538989|42429.156|1033.418|62.537153|-149.405074
AK|0200P|610U900US0200P|State Senate District P|129119696|2685172|49.853|1.037|64.826515|-147.604622
AK|0200Q|610U900US0200Q|State Senate District Q|11036972206|74555246|4261.399|28.786|64.881496|-145.177064
AK|0200R|610U900US0200R|State Senate District R|505488505981|7354007936|195170.212|2839.398|64.941081|-149.582752
AK|0200S|610U900US0200S|State Senate District S|279079975400|109633205716|107753.385|42329.619|58.684165|-160.283257
AK|0200T|610U900US0200T|State Senate District T|417043835309|47020980505|161021.532|18154.903|67.718061|-157.506441
AZ|04001|610U900US04001|State Senate District 1|21036647212|11466936|8122.295|4.427|34.631071|-112.577225
AZ|04002|610U900US04002|State Senate District 2|201560997|234122|77.823|0.09|33.682305|-112.075145
AZ|04003|610U900US04003|State Senate District 3|3824091749|33696366|1476.49|13.01|33.807163|-111.559692
AZ|04004|610U900US04004|State Senate District 4|260390281|1434281|100.537|0.554|33.587699|-111.957682
AZ|04005|610U900US04005|State Senate District 5|117796950|278784|45.482|0.108|33.522072|-112.060109
AZ|04006|610U900US04006|State Senate District 6|99863013492|214526293|38557.327|82.829|35.541933|-110.731846
AZ|04007|610U900US04007|State Senate District 7|27811449709|129908403|10738.061|50.158|34.187769|-111.016689
AZ|04008|610U900US04008|State Senate District 8|343977699|8760673|132.811|3.383|33.493434|-111.843986
AZ|04009|610U900US04009|State Senate District 9|101346850|397452|39.13|0.153|33.407362|-111.821724
AZ|04010|610U900US04010|State Senate District 10|219027632|764195|84.567|0.295|33.437196|-111.673681
AZ|04011|610U900US04011|State Senate District 11|274828431|358852|106.112|0.139|33.37955|-112.084863
AZ|04012|610U900US04012|State Senate District 12|333447113|1421103|128.745|0.549|33.287771|-111.983149
AZ|04013|610U900US04013|State Senate District 13|163258701|634230|63.035|0.245|33.274076|-111.829606
AZ|04014|610U900US04014|State Senate District 14|173520228|166697|66.997|0.064|33.295092|-111.735282
AZ|04015|610U900US04015|State Senate District 15|579676786|147247|223.814|0.057|33.237485|-111.565203
AZ|04016|610U900US04016|State Senate District 16|7767683787|8118900|2999.12|3.135|32.788527|-111.591709
AZ|04017|610U900US04017|State Senate District 17|3256588222|2386182|1257.376|0.921|32.418271|-110.813743
AZ|04018|610U900US04018|State Senate District 18|246772530|644614|95.279|0.249|32.300148|-110.912761
AZ|04019|610U900US04019|State Senate District 19|30552572262|44288235|11796.415|17.1|32.263066|-109.787765
AZ|04020|610U900US04020|State Senate District 20|224484701|46922|86.674|0.018|32.201344|-111.01386
AZ|04021|610U900US04021|State Senate District 21|5467303094|6161714|2110.938|2.379|31.620717|-110.980169
AZ|04022|610U900US04022|State Senate District 22|286152144|1524539|110.484|0.589|33.418248|-112.282971
AZ|04023|610U900US04023|State Senate District 23|29292141457|4768102|11309.76|1.841|32.389771|-112.690562
AZ|04024|610U900US04024|State Senate District 24|82102939|46296|31.7|0.018|33.521532|-112.196018
AZ|04025|610U900US04025|State Senate District 25|13797590611|10519748|5327.28|4.062|33.135831|-113.514952
AZ|04026|610U900US04026|State Senate District 26|85197920|218413|32.895|0.084|33.510376|-112.133026
AZ|04027|610U900US04027|State Senate District 27|152486325|1109510|58.875|0.428|33.617767|-112.196744
AZ|04028|610U900US04028|State Senate District 28|774725280|7517681|299.123|2.903|33.789536|-112.268909
AZ|04029|610U900US04029|State Senate District 29|1001607397|1699005|386.723|0.656|33.746275|-112.495075
AZ|04030|610U900US04030|State Senate District 30|46074796329|360623452|17789.579|139.237|35.102842|-113.758499
AR|05001|610U900US05001|State Senate District 1|10777540104|209748840|4161.232|80.984|33.527518|-91.840781
AR|05002|610U900US05002|State Senate District 2|8714890785|73933803|3364.838|28.546|33.577839|-92.648313
AR|05003|610U900US05003|State Senate District 3|9583091715|123555535|3700.053|47.705|33.669885|-93.361837
AR|05004|610U900US05004|State Senate District 4|6570670395|215823060|2536.95|83.33|33.770156|-94.049612
AR|05005|610U900US05005|State Senate District 5|12322980977|191963614|4757.93|74.118|34.752998|-93.743236
AR|05006|610U900US05006|State Senate District 6|2110269857|141635582|814.78|54.686|34.64798|-93.097666
AR|05007|610U900US05007|State Senate District 7|2919951125|33110398|1127.399|12.784|34.436233|-92.725501
AR|05008|610U900US05008|State Senate District 8|7063146345|456910990|2727.096|176.414|34.14428|-91.596035
AR|05009|610U900US05009|State Senate District 9|4932809237|243253688|1904.568|93.921|34.825582|-90.606329
AR|05010|610U900US05010|State Senate District 10|11711324199|228865077|4521.768|88.365|35.028258|-91.186575
AR|05011|610U900US05011|State Senate District 11|1072900806|47563119|414.249|18.364|34.872087|-91.996394
AR|05012|610U900US05012|State Senate District 12|487226867|37969843|188.119|14.66|34.723478|-92.206807
AR|05013|610U900US05013|State Senate District 13|288609060|7223946|111.433|2.789|34.856972|-92.304587
AR|05014|610U900US05014|State Senate District 14|95748948|3888582|36.969|1.501|34.774622|-92.393114
AR|05015|610U900US05015|State Senate District 15|146735060|1828159|56.655|0.706|34.687901|-92.381961
AR|05016|610U900US05016|State Senate District 16|404483065|4438428|156.172|1.714|34.656062|-92.529557
AR|05017|610U900US05017|State Senate District 17|746048617|82286299|288.051|31.771|34.928521|-92.520523
AR|05018|610U900US05018|State Senate District 18|3256670356|48228722|1257.408|18.621|35.275047|-91.812443
AR|05019|610U900US05019|State Senate District 19|5323788265|94347058|2055.526|36.428|35.726201|-90.353619
AR|05020|610U900US05020|State Senate District 20|375592258|2949510|145.017|1.139|35.883084|-90.725636
AR|05021|610U900US05021|State Senate District 21|5181353143|21900925|2000.532|8.456|36.274447|-90.683903
AR|05022|610U900US05022|State Senate District 22|6085282963|82906877|2349.541|32.011|35.921289|-91.532317
AR|05023|610U900US05023|State Senate District 23|6080576620|236478632|2347.724|91.305|36.274981|-92.315474
AR|05024|610U900US05024|State Senate District 24|7021199698|96938348|2710.9|37.428|35.686345|-92.480963
AR|05025|610U900US05025|State Senate District 25|3368179637|83169528|1300.461|32.112|35.382845|-92.909091
AR|05026|610U900US05026|State Senate District 26|3822449139|151180508|1475.856|58.371|35.369267|-93.699797
AR|05027|610U900US05027|State Senate District 27|165288926|9321451|63.818|3.599|35.347065|-94.37785
AR|05028|610U900US05028|State Senate District 28|7854075577|41538307|3032.476|16.038|35.996323|-93.51538
AR|05029|610U900US05029|State Senate District 29|2755340848|35776085|1063.843|13.813|35.727957|-94.20596
AR|05030|610U900US05030|State Senate District 30|130823095|2670407|50.511|1.031|36.090198|-94.131063
AR|05031|610U900US05031|State Senate District 31|172353315|1675499|66.546|0.647|36.174374|-94.205939
AR|05032|610U900US05032|State Senate District 32|851043999|91168097|328.59|35.2|36.332603|-94.009462
AR|05033|610U900US05033|State Senate District 33|478202758|3203481|184.635|1.237|36.280873|-94.31119
AR|05034|610U900US05034|State Senate District 34|320191666|4600101|123.627|1.776|36.415397|-94.282003
AR|05035|610U900US05035|State Senate District 35|1467802866|10538754|566.722|4.069|36.13679|-94.42363
CA|06001|610U900US06001|State Senate District 1|81997571183|1945096713|31659.441|751.006|40.58309|-121.564479
CA|06002|610U900US06002|State Senate District 2|37417485634|4316264204|14446.973|1666.519|39.982664|-123.397623
CA|06003|610U900US06003|State Senate District 3|7826214779|490761125|3021.719|189.484|38.443773|-122.020685
CA|06004|610U900US06004|State Senate District 4|64836708934|1064481823|25033.594|410.999|37.592458|-118.567402
CA|06005|610U900US06005|State Senate District 5|4677763023|101832270|1806.094|39.318|37.845505|-121.383681
CA|06006|610U900US06006|State Senate District 6|2396772353|38384432|925.399|14.82|38.629604|-121.244565
CA|06007|610U900US06007|State Senate District 7|377165086|239408128|145.624|92.436|37.875593|-122.285477
CA|06008|610U900US06008|State Senate District 8|696959145|8088300|269.097|3.123|38.562833|-121.435064
CA|06009|610U900US06009|State Senate District 9|1556057344|59969404|600.797|23.154|37.87184|-121.96766
CA|06010|610U900US06010|State Senate District 10|713718938|79577578|275.568|30.725|37.513749|-122.00157
CA|06011|610U900US06011|State Senate District 11|166462143|510554858|64.271|197.126|37.704637|-122.499811
CA|06012|610U900US06012|State Senate District 12|33587547054|217588203|12968.225|84.011|35.935877|-118.702091
CA|06013|610U900US06013|State Senate District 13|1492172480|736224709|576.131|284.258|37.413787|-122.2946
CA|06014|610U900US06014|State Senate District 14|13577290405|123228104|5242.221|47.579|36.752267|-120.385132
CA|06015|610U900US06015|State Senate District 15|2695800939|17951784|1040.855|6.931|37.196456|-121.63093
CA|06016|610U900US06016|State Senate District 16|11074875678|19492938|4276.034|7.526|35.898552|-119.555705
CA|06017|610U900US06017|State Senate District 17|18266026324|2404375574|7052.552|928.335|36.172072|-121.143013
CA|06018|610U900US06018|State Senate District 18|27131898163|1104634197|10475.685|426.502|33.613311|-115.34455
CA|06019|610U900US06019|State Senate District 19|48521063892|59391964|18734.088|22.931|34.800315|-116.259496
CA|06020|610U900US06020|State Senate District 20|575039642|1184900|222.024|0.457|34.284267|-118.364453
CA|06021|610U900US06021|State Senate District 21|14900068207|3775001497|5752.949|1457.536|34.590386|-119.818815
CA|06022|610U900US06022|State Senate District 22|741628822|8623957|286.345|3.33|34.109912|-117.79839
CA|06023|610U900US06023|State Senate District 23|6668770613|35139802|2574.827|13.568|34.578718|-118.053721
CA|06024|610U900US06024|State Senate District 24|848339270|486686827|327.546|187.911|34.037852|-118.608673
CA|06025|610U900US06025|State Senate District 25|1764451700|4477217|681.259|1.729|34.265083|-117.934887
CA|06026|610U900US06026|State Senate District 26|203994781|2427230|78.763|0.937|34.078681|-118.239514
CA|06027|610U900US06027|State Senate District 27|794467156|7590071|306.745|2.931|34.21906|-118.697469
CA|06028|610U900US06028|State Senate District 28|184505209|449499|71.238|0.174|34.009552|-118.346724
CA|06029|610U900US06029|State Senate District 29|629722581|2833570|243.137|1.094|34.118216|-117.388829
CA|06030|610U900US06030|State Senate District 30|486574319|3938603|187.867|1.521|33.968824|-117.971094
CA|06031|610U900US06031|State Senate District 31|877511912|6074596|338.809|2.345|33.972794|-117.453931
CA|06032|610U900US06032|State Senate District 32|8190053020|50591828|3162.197|19.534|33.40862|-116.725442
CA|06033|610U900US06033|State Senate District 33|598403072|1173020507|231.045|452.906|33.367336|-118.480709
CA|06034|610U900US06034|State Senate District 34|250293674|620170|96.639|0.239|33.81947|-117.921243
CA|06035|610U900US06035|State Senate District 35|282646272|69498443|109.13|26.834|33.833307|-118.288835
CA|06036|610U900US06036|State Senate District 36|478959818|398680667|184.927|153.931|33.61596|-117.888116
CA|06037|610U900US06037|State Senate District 37|972723904|5013713|375.571|1.936|33.712439|-117.701973
CA|06038|610U900US06038|State Senate District 38|1467297883|526252466|566.527|203.187|33.236813|-117.378232
CA|06039|610U900US06039|State Senate District 39|472322157|166369693|182.365|64.236|32.737144|-117.098284
CA|06040|610U900US06040|State Senate District 40|3279236643|26723459|1266.12|10.318|33.037878|-116.896379
CO|08001|610U900US08001|State Senate District 1|32955462743|142786714|12724.176|55.13|40.382428|-103.337908
CO|08002|610U900US08002|State Senate District 2|302288831|424206|116.714|0.164|39.451719|-104.789065
CO|08003|610U900US08003|State Senate District 3|6181140047|29044037|2386.552|11.214|38.162765|-104.484668
CO|08004|610U900US08004|State Senate District 4|19140767660|85102058|7390.292|32.858|38.838655|-105.561131
CO|08005|610U900US08005|State Senate District 5|20034175983|102587140|7735.239|39.609|38.608567|-107.247618
CO|08006|610U900US08006|State Senate District 6|47046612038|111983562|18164.799|43.237|37.912128|-107.027336
CO|08007|610U900US08007|State Senate District 7|9128589131|38617673|3524.568|14.91|39.011414|-108.439867
CO|08008|610U900US08008|State Senate District 8|48513767381|178302893|18731.271|68.843|40.153612|-107.435664
CO|08009|610U900US08009|State Senate District 9|508973420|756732|196.516|0.292|39.025845|-104.886704
CO|08010|610U900US08010|State Senate District 10|128167617|117595|49.486|0.045|38.90495|-104.730596
CO|08011|610U900US08011|State Senate District 11|226311688|381381|87.379|0.147|38.802379|-104.709118
CO|08012|610U900US08012|State Senate District 12|1023126173|4558362|395.031|1.76|38.72251|-104.853982
CO|08013|610U900US08013|State Senate District 13|494730251|4752148|191.016|1.835|40.165606|-104.781323
CO|08014|610U900US08014|State Senate District 14|191256720|12523349|73.845|4.835|40.583525|-105.075182
CO|08015|610U900US08015|State Senate District 15|7781919477|90158494|3004.616|34.81|40.557764|-105.515837
CO|08016|610U900US08016|State Senate District 16|117911906|5305275|45.526|2.048|39.588751|-105.027217
CO|08017|610U900US08017|State Senate District 17|269574639|8525097|104.083|3.292|40.082758|-105.075499
CO|08018|610U900US08018|State Senate District 18|203757038|9436730|78.671|3.644|40.020701|-105.206707
CO|08019|610U900US08019|State Senate District 19|126173300|6390010|48.716|2.467|39.844969|-105.112333
CO|08020|610U900US08020|State Senate District 20|704620410|6929638|272.055|2.676|39.762375|-105.297898
CO|08021|610U900US08021|State Senate District 21|3557614737|43122404|1373.603|16.65|39.804549|-104.179778
CO|08022|610U900US08022|State Senate District 22|131548881|3181674|50.791|1.228|39.742722|-105.132093
CO|08023|610U900US08023|State Senate District 23|1047782997|32553194|404.551|12.569|40.329177|-104.950558
CO|08024|610U900US08024|State Senate District 24|145489463|6870775|56.174|2.653|39.927244|-104.933671
CO|08025|610U900US08025|State Senate District 25|140544649|2249706|54.265|0.869|39.932376|-105.043991
CO|08026|610U900US08026|State Senate District 26|103476448|3328896|39.952|1.285|39.637235|-104.949259
CO|08027|610U900US08027|State Senate District 27|447192511|5122936|172.662|1.978|39.606307|-104.612677
CO|08028|610U900US08028|State Senate District 28|587405303|1602090|226.798|0.619|39.761235|-104.641743
CO|08029|610U900US08029|State Senate District 29|60634419|0|23.411|0.|39.675944|-104.816234
CO|08030|610U900US08030|State Senate District 30|308622008|4063195|119.16|1.569|39.498291|-104.948933
CO|08031|610U900US08031|State Senate District 31|47961731|54418|18.518|0.021|39.721751|-104.94315
CO|08032|610U900US08032|State Senate District 32|63534041|249828|24.531|0.096|39.679416|-104.97284
CO|08033|610U900US08033|State Senate District 33|190708984|232879|73.633|0.09|39.821345|-104.76497
CO|08034|610U900US08034|State Senate District 34|67377226|1050806|26.014|0.406|39.749129|-105.012149
CO|08035|610U900US08035|State Senate District 35|66440178924|242744909|25652.698|93.724|38.221389|-103.465577
CT|09001|610U900US09001|State Senate District 1|51472972|2871122|19.874|1.109|41.725468|-72.674538
CT|09002|610U900US09002|State Senate District 2|138731217|4746594|53.564|1.833|41.843636|-72.694947
CT|09003|610U900US09003|State Senate District 3|231601998|5610408|89.422|2.166|41.854592|-72.563033
CT|09004|610U900US09004|State Senate District 4|281108550|4448100|108.537|1.717|41.734696|-72.498529
CT|09005|610U900US09005|State Senate District 5|206891251|4843602|79.881|1.87|41.755238|-72.860045
CT|09006|610U900US09006|State Senate District 6|113541640|2561837|43.839|0.989|41.644435|-72.780723
CT|09007|610U900US09007|State Senate District 7|437740071|5995210|169.012|2.315|41.977494|-72.648162
CT|09008|610U900US09008|State Senate District 8|786201491|23722638|303.554|9.159|41.928611|-73.017629
CT|09009|610U900US09009|State Senate District 9|162728036|5358616|62.83|2.069|41.616401|-72.661549
CT|09010|610U900US09010|State Senate District 10|38356350|2102006|14.809|0.812|41.304641|-72.953394
CT|09011|610U900US09011|State Senate District 11|63341277|3514045|24.456|1.357|41.360883|-72.899097
CT|09012|610U900US09012|State Senate District 12|479333616|32718575|185.072|12.633|41.362769|-72.686671
CT|09013|610U900US09013|State Senate District 13|177032893|3861381|68.353|1.491|41.527736|-72.786743
CT|09014|610U900US09014|State Senate District 14|124542097|10963821|48.086|4.233|41.253568|-73.036267
CT|09015|610U900US09015|State Senate District 15|82187775|1287885|31.733|0.497|41.551793|-73.055515
CT|09016|610U900US09016|State Senate District 16|232190249|4393664|89.649|1.696|41.581994|-72.932132
CT|09017|610U900US09017|State Senate District 17|224428054|3913866|86.652|1.511|41.409382|-73.007443
CT|09018|610U900US09018|State Senate District 18|772165724|80472500|298.135|31.071|41.514103|-71.908372
CT|09019|610U900US09019|State Senate District 19|669752428|19029162|258.593|7.347|41.599017|-72.204682
CT|09020|610U900US09020|State Senate District 20|477723369|96681596|184.45|37.329|41.395458|-72.211255
CT|09021|610U900US09021|State Senate District 21|185615921|10850863|71.667|4.19|41.298439|-73.151816
CT|09022|610U900US09022|State Senate District 22|96693365|1876068|37.334|0.724|41.258216|-73.21437
CT|09023|610U900US09023|State Senate District 23|29964077|7570507|11.569|2.923|41.182757|-73.179874
CT|09024|610U900US09024|State Senate District 24|170767811|7668903|65.934|2.961|41.391177|-73.485734
CT|09025|610U900US09025|State Senate District 25|75688541|34982313|29.224|13.507|41.092074|-73.428506
CT|09026|610U900US09026|State Senate District 26|319364216|40212056|123.307|15.526|41.216774|-73.40573
CT|09027|610U900US09027|State Senate District 27|44284553|63187395|17.098|24.397|41.036091|-73.505879
CT|09028|610U900US09028|State Senate District 28|327822469|10840941|126.573|4.186|41.314517|-73.303639
CT|09029|610U900US09029|State Senate District 29|803050347|14746927|310.059|5.694|41.820045|-72.001618
CT|09030|610U900US09030|State Senate District 30|1517539871|55156608|585.925|21.296|41.794538|-73.331628
CT|09031|610U900US09031|State Senate District 31|235966211|3702986|91.107|1.43|41.689227|-72.997114
CT|09032|610U900US09032|State Senate District 32|659203330|11257592|254.52|4.347|41.522582|-73.219802
CT|09033|610U900US09033|State Senate District 33|827091871|63826841|319.342|24.644|41.45723|-72.45119
CT|09034|610U900US09034|State Senate District 34|213701684|3994666|82.511|1.542|41.413132|-72.818331
CT|09035|610U900US09035|State Senate District 35|1053758036|17741099|406.858|6.85|41.901443|-72.209629
CT|09036|610U900US09036|State Senate District 36|230517726|53640458|89.003|20.711|41.080358|-73.58961
CT|09ZZZ|610U900US09ZZZ|State Senate Districts not defined|0|1095660734|0.|423.037|41.166607|-72.842465
DE|10001|610U900US10001|State Senate District 1|33374069|7963536|12.886|3.075|39.769755|-75.513132
DE|10002|610U900US10002|State Senate District 2|41801454|32297985|16.14|12.47|39.705721|-75.532159
DE|10003|610U900US10003|State Senate District 3|19652718|795637|7.588|0.307|39.727316|-75.575869
DE|10004|610U900US10004|State Senate District 4|114526667|947909|44.219|0.366|39.792477|-75.629444
DE|10005|610U900US10005|State Senate District 5|34038526|8209188|13.142|3.17|39.80807|-75.484119
DE|10006|610U900US10006|State Senate District 6|306269582|404995366|118.251|156.37|38.782195|-75.140148
DE|10007|610U900US10007|State Senate District 7|37844886|9614|14.612|0.004|39.740492|-75.634563
DE|10008|610U900US10008|State Senate District 8|64901955|6054|25.059|0.002|39.714565|-75.752994
DE|10009|610U900US10009|State Senate District 9|51677539|70822|19.953|0.027|39.695727|-75.676007
DE|10010|610U900US10010|State Senate District 10|154756624|2469025|59.752|0.953|39.492788|-75.722542
DE|10011|610U900US10011|State Senate District 11|52848438|363366|20.405|0.14|39.63528|-75.720622
DE|10012|610U900US10012|State Senate District 12|184510439|94608114|71.24|36.528|39.559832|-75.608921
DE|10013|610U900US10013|State Senate District 13|41291806|175982|15.943|0.068|39.650656|-75.642342
DE|10014|610U900US10014|State Senate District 14|496730884|139263560|191.789|53.77|39.324548|-75.559875
DE|10015|610U900US10015|State Senate District 15|815786659|1309434|314.977|0.506|39.042108|-75.645404
DE|10016|610U900US10016|State Senate District 16|363198528|435354350|140.232|168.091|39.105944|-75.40244
DE|10017|610U900US10017|State Senate District 17|75880788|800069|29.298|0.309|39.162516|-75.547293
DE|10018|610U900US10018|State Senate District 18|710452668|89718810|274.307|34.641|38.822928|-75.464593
DE|10019|610U900US10019|State Senate District 19|406743190|22770044|157.044|8.792|38.656389|-75.332476
DE|10020|610U900US10020|State Senate District 20|284555572|150439654|109.868|58.085|38.536664|-75.129019
DE|10021|610U900US10021|State Senate District 21|755864816|6634933|291.841|2.562|38.549759|-75.508074
DC|11001|610U900US11001|Ward 1|6388973|182815|2.467|0.071|38.925253|-77.031001
DC|11002|610U900US11002|Ward 2|15330264|3029411|5.919|1.17|38.900136|-77.045777
DC|11003|610U900US11003|Ward 3|26957497|1316195|10.408|0.508|38.938219|-77.077979
DC|11004|610U900US11004|Ward 4|23011952|150161|8.885|0.058|38.96387|-77.034302
DC|11005|610U900US11005|Ward 5|26435662|403080|10.207|0.156|38.925509|-76.985352
DC|11006|610U900US11006|Ward 6|13695751|3891593|5.288|1.503|38.881316|-77.009421
DC|11007|610U900US11007|Ward 7|22936869|952384|8.856|0.368|38.887043|-76.949644
DC|11008|610U900US11008|Ward 8|23561993|8781360|9.097|3.391|38.843371|-77.005019
FL|12001|610U900US12001|State Senate District 1|5204567005|1767674984|2009.495|682.503|30.637881|-87.089601
FL|12002|610U900US12002|State Senate District 2|12783976239|3824628455|4935.921|1476.697|30.512559|-85.799297
FL|12003|610U900US12003|State Senate District 3|22052352969|6202638975|8514.461|2394.852|30.087651|-84.00221
FL|12004|610U900US12004|State Senate District 4|3111046850|505289702|1201.182|195.093|30.486376|-81.705763
FL|12005|610U900US12005|State Senate District 5|544378858|98219523|210.186|37.923|30.310937|-81.691818
FL|12006|610U900US12006|State Senate District 6|8684734510|207613854|3353.195|80.16|30.04957|-82.348234
FL|12007|610U900US12007|State Senate District 7|5201639113|1359260452|2008.364|524.813|29.634247|-81.483322
FL|12008|610U900US12008|State Senate District 8|2916018401|932914822|1125.881|360.2|28.913509|-81.008476
FL|12009|610U900US12009|State Senate District 9|8039146921|1617327846|3103.932|624.454|29.292477|-82.413018
FL|12010|610U900US12010|State Senate District 10|846720343|101825677|326.921|39.315|28.699496|-81.238529
FL|12011|610U900US12011|State Senate District 11|4365279157|1857991996|1685.444|717.375|28.727885|-82.468353
FL|12012|610U900US12012|State Senate District 12|2359753205|228697808|911.106|88.301|28.104552|-81.717124
FL|12013|610U900US12013|State Senate District 13|2759569512|582513929|1065.476|224.91|28.731515|-81.698813
FL|12014|610U900US12014|State Senate District 14|541673587|190589433|209.141|73.587|28.02427|-82.527543
FL|12015|610U900US12015|State Senate District 15|610796802|135356350|235.83|52.261|28.630974|-81.520989
FL|12016|610U900US12016|State Senate District 16|509167102|393941224|196.591|152.102|27.754233|-82.420195
FL|12017|610U900US12017|State Senate District 17|1211649525|54924961|467.821|21.207|28.474685|-81.130375
FL|12018|610U900US12018|State Senate District 18|362271480|812881416|139.874|313.855|27.815056|-82.79779
FL|12019|610U900US12019|State Senate District 19|2064738016|1016047766|797.2|392.298|28.187878|-80.673966
FL|12020|610U900US12020|State Senate District 20|2401421844|874320759|927.194|337.577|27.599106|-82.389696
FL|12021|610U900US12021|State Senate District 21|635125309|1062233722|245.223|410.131|28.154264|-82.805071
FL|12022|610U900US12022|State Senate District 22|1861820614|1097762782|718.853|423.849|27.191678|-82.411336
